announcement_key,source_id,published_date,item,price,url,scraped_at
9d26e25b6929695585ee,2830,2026-08-07,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2830,2026-09-23T00:53:50
c190fbb3ba91f7140b80,2831,2026-08-08,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2831,2026-09-23T00:53:51
161a3bfd9e1e3457a0bc,2831,2026-08-08,เหล็กบางไม่ซอย,3.50.-,https://wongpanit.com/print_history_price/2831,2026-09-23T00:53:52
4c3e3f628f6d25fd715e,2831,2026-08-08,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2831,2026-09-23T00:53:53
6bc6380a1eef604d6df6,2832,2026-08-09,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2832,2026-09-23T00:53:55
a410f5063adcaf38342e,2832,2026-08-09,เหล็กบางไม่ซอย,3.50.-,https://wongpanit.com/print_history_price/2832,2026-09-23T00:53:56
5e50dc343cee33cab8c7,2832,2026-08-09,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2832,2026-09-23T00:53:56
531be19feb0f8faabbf2,2833,2026-08-10,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2833,2026-09-23T00:53:58
77056fd427baeaefdf47,2833,2026-08-10,เหล็กบางไม่ซอย,3.50.-,https://wongpanit.com/print_history_price/2833,2026-09-23T00:53:59
f7251508bb368ccc1bb0,2833,2026-08-10,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2833,2026-09-23T00:53:59
f85c95e1ce10730ca939,2834,2026-08-11,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2834,2026-09-23T00:54:01
9ff119f0cd418853a0a8,2834,2026-08-11,เหล็กบางไม่ซอย,3.50.-,https://wongpanit.com/print_history_price/2834,2026-09-23T00:54:01
6a855e75f6ed9bc931ee,2834,2026-08-11,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2834,2026-09-23T00:54:02
8b8e3aa98c97ff99bd4b,2835,2026-08-12,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2835,2026-09-23T00:54:04
f24b6acd3d3c941b2e14,2835,2026-08-12,เหล็กบางไม่ซอย,3.50.-,https://wongpanit.com/print_history_price/2835,2026-09-23T00:54:05
a88e364bedd67d9928e0,2835,2026-08-12,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2835,2026-09-23T00:54:05
eac70140cac081e708c8,2836,2026-08-13,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2836,2026-09-23T00:54:07
1ff5d8c1647939959a68,2836,2026-08-13,เหล็กบางไม่ซอย,3.50.-,https://wongpanit.com/print_history_price/2836,2026-09-23T00:54:07
bc2657a53a09cabf0d0f,2836,2026-08-13,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2836,2026-09-23T00:54:08
4ca8c7f917ee33d829a3,2837,2026-08-14,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2837,2026-09-23T00:54:09
d96296ec2edc46469342,2837,2026-08-14,เหล็กบางไม่ซอย,3.50.-,https://wongpanit.com/print_history_price/2837,2026-09-23T00:54:10
01cf5e25d67a56b068d5,2837,2026-08-14,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2837,2026-09-23T00:54:11
be4d06ee341927ecbe4a,2838,2026-08-15,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2838,2026-09-23T00:54:12
e2ec066b0d349fa463e7,2838,2026-08-15,เหล็กบางไม่ซอย,3.50.-,https://wongpanit.com/print_history_price/2838,2026-09-23T00:54:13
319901b26ab2d743bac6,2838,2026-08-15,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2838,2026-09-23T00:54:14
d44e93f2b4c1def34ae4,2839,2026-08-16,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2839,2026-09-23T00:54:15
39a936e2aa7955f63a71,2839,2026-08-16,เหล็กบางไม่ซอย,3.50.-,https://wongpanit.com/print_history_price/2839,2026-09-23T00:54:16
834b362fe7b035f71cdb,2839,2026-08-16,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2839,2026-09-23T00:54:17
af23f52397c2f166ce1a,2840,2026-08-17,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2840,2026-09-23T00:54:18
f2647aeaa12c5924e214,2840,2026-08-17,เหล็กบางไม่ซอย,3.50.-,https://wongpanit.com/print_history_price/2840,2026-09-23T00:54:20
496e94f8fbcc47746b68,2840,2026-08-17,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2840,2026-09-23T00:54:21
2f76a831ec1839ddbbdc,2841,2026-08-18,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2841,2026-09-23T00:54:22
6a96a7218cea6ffe55b1,2841,2026-08-18,เหล็กบางไม่ซอย,3.50.-,https://wongpanit.com/print_history_price/2841,2026-09-23T00:54:23
e5f10da3294a4e9a08ec,2841,2026-08-18,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2841,2026-09-23T00:54:24
65f2476837147c7688f3,2842,2026-08-19,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2842,2026-09-23T00:54:25
82a8602d8f05f5245ad6,2842,2026-08-19,เหล็กบางไม่ซอย,3.50.-,https://wongpanit.com/print_history_price/2842,2026-09-23T00:54:26
59d8142a0256d4196fd5,2842,2026-08-19,เหล็กหนาไม่ซอย,4.50.-,https://wongpanit.com/print_history_price/2842,2026-09-23T00:54:27
04b43eb2e912c7b69860,2843,2026-08-20,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2843,2026-09-23T00:54:28
78f6bcd18c72db0429e9,2843,2026-08-20,เหล็กบางไม่ซอย,4.00.-,https://wongpanit.com/print_history_price/2843,2026-09-23T00:54:29
b21f1c39abd2e2f82621,2843,2026-08-20,เหล็กหนาไม่ซอย,5.00.-,https://wongpanit.com/print_history_price/2843,2026-09-23T00:54:30
169e0e085ba4ef58bc2a,2844,2026-08-21,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2844,2026-09-23T00:54:30
695ab5cbabd25d9383e1,2844,2026-08-21,เหล็กบางไม่ซอย,4.00.-,https://wongpanit.com/print_history_price/2844,2026-09-23T00:54:31
4b82e032e9e45637c5a7,2844,2026-08-21,เหล็กหนาไม่ซอย,5.00.-,https://wongpanit.com/print_history_price/2844,2026-09-23T00:54:32
7252ace253d25aa7bfdb,2845,2026-08-22,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2845,2026-09-23T00:54:33
2ca48f02463f487f5d32,2845,2026-08-22,เหล็กบางไม่ซอย,4.00.-,https://wongpanit.com/print_history_price/2845,2026-09-23T00:54:34
2d87379bc1e46f584725,2845,2026-08-22,เหล็กหนาไม่ซอย,5.00.-,https://wongpanit.com/print_history_price/2845,2026-09-23T00:54:35
335f950cc86e97c765d2,2846,2026-08-23,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2846,2026-09-23T00:54:36
dccfc3aa8e760bf6b9a7,2846,2026-08-23,เหล็กบางไม่ซอย,4.00.-,https://wongpanit.com/print_history_price/2846,2026-09-23T00:54:37
0494f29969028afe4b06,2846,2026-08-23,เหล็กหนาไม่ซอย,5.00.-,https://wongpanit.com/print_history_price/2846,2026-09-23T00:54:38
9f78f00102a175f7d57a,2847,2026-08-24,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2847,2026-09-23T00:54:40
920ed78d01cdf93d91d6,2847,2026-08-24,เหล็กบางไม่ซอย,4.00.-,https://wongpanit.com/print_history_price/2847,2026-09-23T00:54:40
e6802bd767fd389ebbb7,2847,2026-08-24,เหล็กหนาไม่ซอย,5.00.-,https://wongpanit.com/print_history_price/2847,2026-09-23T00:54:41
a9ce7dc100185c87b58a,2848,2026-08-25,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2848,2026-09-23T00:54:43
a42c77ae58fbc7d31609,2848,2026-08-25,เหล็กบางไม่ซอย,4.00.-,https://wongpanit.com/print_history_price/2848,2026-09-23T00:54:43
c5b217863422a2d83f03,2848,2026-08-25,เหล็กหนาไม่ซอย,5.00.-,https://wongpanit.com/print_history_price/2848,2026-09-23T00:54:44
fb15179471bc28f39eb2,2849,2026-08-26,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2849,2026-09-23T00:54:45
7f7c1f74365bdfc9b7c5,2849,2026-08-26,เหล็กบางไม่ซอย,4.00.-,https://wongpanit.com/print_history_price/2849,2026-09-23T00:54:45
3883fc98f1033558b2bf,2849,2026-08-26,เหล็กหนาไม่ซอย,5.00.-,https://wongpanit.com/print_history_price/2849,2026-09-23T00:54:46
11ca9bdd52a10f3feddc,2850,2026-08-27,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2850,2026-09-23T00:54:46
9ad4cf88bcf7ada54659,2850,2026-08-27,เหล็กบางไม่ซอย,4.00.-,https://wongpanit.com/print_history_price/2850,2026-09-23T00:54:46
3c35e0ae776a9f4fa6a8,2850,2026-08-27,เหล็กหนาไม่ซอย,5.00.-,https://wongpanit.com/print_history_price/2850,2026-09-23T00:54:47
7aaa1eb560fe1b59f347,2851,2026-08-28,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2851,2026-09-23T00:54:47
ef6b65bff183e49b6379,2851,2026-08-28,เหล็กบางไม่ซอย,4.00.-,https://wongpanit.com/print_history_price/2851,2026-09-23T00:54:48
d8029da41f9cc330b4da,2851,2026-08-28,เหล็กหนาไม่ซอย,5.00.-,https://wongpanit.com/print_history_price/2851,2026-09-23T00:54:48
99b5100795d01c2a4dfc,2852,2026-08-29,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2852,2026-09-23T00:54:49
af365f952be2d068f087,2852,2026-08-29,เหล็กบางไม่ซอย,5.20.-,https://wongpanit.com/print_history_price/2852,2026-09-23T00:54:49
40327b67fdb110d3a90a,2852,2026-08-29,เหล็กหนาไม่ซอย,6.20.-,https://wongpanit.com/print_history_price/2852,2026-09-23T00:54:50
f3e9ddb408d0dbbb0944,2853,2026-08-30,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2853,2026-09-23T00:54:51
0a7a20038351a83c7cb6,2853,2026-08-30,เหล็กบางไม่ซอย,5.20.-,https://wongpanit.com/print_history_price/2853,2026-09-23T00:54:52
a736403f339fa1734207,2853,2026-08-30,เหล็กหนาไม่ซอย,6.20.-,https://wongpanit.com/print_history_price/2853,2026-09-23T00:54:53
b271f9dd9376a06ed3d6,2854,2026-08-31,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2854,2026-09-23T00:54:54
0167a0c545d8631bb58a,2854,2026-08-31,เหล็กบางไม่ซอย,5.20.-,https://wongpanit.com/print_history_price/2854,2026-09-23T00:54:54
c4acc80a21cd11b00f9a,2854,2026-08-31,เหล็กหนาไม่ซอย,6.20.-,https://wongpanit.com/print_history_price/2854,2026-09-23T00:54:55
efd3d1eb49c3b0209388,2855,2026-09-01,ทองเหลืองหนา,256.00.-,https://wongpanit.com/print_history_price/2855,2026-09-23T00:54:55
c335fefe5aa4cf788381,2855,2026-09-01,เหล็กบางไม่ซอย,5.20.-,https://wongpanit.com/print_history_price/2855,2026-09-23T00:54:56
ecea0fc382acb921c1aa,2855,2026-09-01,เหล็กหนาไม่ซอย,6.20.-,https://wongpanit.com/print_history_price/2855,2026-09-23T00:54:56
da19109fb85394337739,2856,2026-09-02,ทองเหลืองหนา,261.00.-,https://wongpanit.com/print_history_price/2856,2026-09-23T00:54:57
ec6def7501b4a5e4d74e,2856,2026-09-02,เหล็กบางไม่ซอย,5.20.-,https://wongpanit.com/print_history_price/2856,2026-09-23T00:54:57
2aaedd68baaa10bf877f,2856,2026-09-02,เหล็กหนาไม่ซอย,6.20.-,https://wongpanit.com/print_history_price/2856,2026-09-23T00:54:57
e75d36aa1998fd097cfc,2857,2026-09-03,ทองเหลืองหนา,261.00.-,https://wongpanit.com/print_history_price/2857,2026-09-23T00:54:58
271fe7aa16097a348092,2857,2026-09-03,เหล็กบางไม่ซอย,5.20.-,https://wongpanit.com/print_history_price/2857,2026-09-23T00:54:58
520d10ac2cf0e24ac872,2857,2026-09-03,เหล็กหนาไม่ซอย,6.20.-,https://wongpanit.com/print_history_price/2857,2026-09-23T00:54:59
0feee99c60dfda9967b6,2858,2026-09-04,ทองเหลืองหนา,261.00.-,https://wongpanit.com/print_history_price/2858,2026-09-23T00:54:59
d5b073c78e258c001ade,2858,2026-09-04,เหล็กบางไม่ซอย,5.20.-,https://wongpanit.com/print_history_price/2858,2026-09-23T00:55:00
908aa49036e2725e75e0,2858,2026-09-04,เหล็กหนาไม่ซอย,6.20.-,https://wongpanit.com/print_history_price/2858,2026-09-23T00:55:00
9f132952b2dfbb141480,2859,2026-09-05,ทองเหลืองหนา,261.00.-,https://wongpanit.com/print_history_price/2859,2026-09-23T00:55:01
09aea85db7708abae398,2859,2026-09-05,เหล็กบางไม่ซอย,5.20.-,https://wongpanit.com/print_history_price/2859,2026-09-23T00:55:01
842c0f8cb33fb5513422,2859,2026-09-05,เหล็กหนาไม่ซอย,6.20.-,https://wongpanit.com/print_history_price/2859,2026-09-23T00:55:01
629eccad1c89288337bf,2860,2026-09-06,ทองเหลืองหนา,261.00.-,https://wongpanit.com/print_history_price/2860,2026-09-23T00:55:02
1019af67d78713b2856d,2860,2026-09-06,เหล็กบางไม่ซอย,5.20.-,https://wongpanit.com/print_history_price/2860,2026-09-23T00:55:02
8e2b586cd784a8bf81f5,2860,2026-09-06,เหล็กหนาไม่ซอย,6.20.-,https://wongpanit.com/print_history_price/2860,2026-09-23T00:55:03
933a691e72485dc6c8dc,2861,2026-09-07,ทองเหลืองหนา,261.00.-,https://wongpanit.com/print_history_price/2861,2026-09-23T00:55:03
